" ","Values0","Values1","Values2","Values3","Values4","Values5","Values6","Values7","Values8","Values9","Values10","Values11","Values12","Values13","Values14","Values15","Values16","Values17","Values18","Values19","Values20","Values21","Values22","Values23","Values24","ClassName"
ray-16.gif,72699.2,7227.09,9270.89,7396.37,3866.23,10167.1,23817.4,17272.7,3182.61,1570.51,1084.33,60.5197,4144.16,3564.96,2088.32,3710.65,2607.47,1593.76,1557.16,2306.77,3413.19,1094.21,2412.14,871.103,1338.78,"ray"
fly-16.gif,57085.4,7568.92,5963.33,4865.48,10724.2,11130.3,8418.91,5043,3920.22,2437.31,4060.09,1464.16,1115.47,13.7145,2032.16,2065.12,433.845,309.605,494.138,1508.06,561.978,1745.03,585.056,45.7833,582.744,"fly"
shoe-17.gif,55005.2,30175.8,10073.5,17195.1,676.587,21812.8,20107.3,8929.17,219.715,1579.58,3484.47,3064.58,1685.71,3550.84,7529.49,996.876,824.891,861.455,847.125,1578.78,337.237,405.974,433.299,744.195,220.952,"shoe"
device1-14.gif,153423,1277.07,107.602,6053.59,36997.2,69828.1,1075.68,67.9073,1816.96,20161.6,11085.3,74.7695,781.1,3682.97,218.987,4490.16,1557.41,280.921,1502.6,896.021,2390.2,518.613,1070.07,1736.14,1028.65,"device1"
frog-16.gif,18256.2,2413.73,1081.58,1881.65,4868.94,3224.41,4759.09,307.711,1118.91,1109.12,2306,1449.56,2249.4,2222.17,1894.92,2007.78,433.791,280.318,205.79,843.763,1391.51,1100.74,255.641,236.737,320.591,"frog"
carriage-20.gif,92892.1,8138.05,16643.3,303.86,4104.07,1667.74,1762.94,2481.02,2169.04,523.653,2246.49,667.917,211.824,115.17,1173.92,1913.73,242.409,270.179,782.239,296.449,504.972,397.968,812.435,925.679,18.6094,"carriage"
rat-16.gif,88498,12600,7430.1,350.047,5368.55,1820.63,3176.66,97.7258,2445.42,390.671,1547,136.112,2246.67,2597.49,779.033,589.362,9.6322,213.94,416.5,806.652,38.4201,368.784,350.431,448.099,817.404,"rat"
bottle-19.gif,95694.8,27040.4,9558.18,365.211,1185.74,4183.44,3979.56,1239.18,3872.14,1654.31,1006.89,128.805,819.43,1423.29,749.343,304.002,1019.51,304.711,531.469,143.484,343.047,518.661,450.009,37.9416,515.465,"bottle"
elephant-12.gif,270317,80394.8,36247.4,12235.1,9235.13,53878.8,91641,17816.9,57224.7,11001.5,3061.62,18321.8,16000.3,12123,18721.4,7950.48,6712.57,16001.1,3339.99,6060.27,13063,18275.6,1663.56,4754.6,5612.41,"elephant"
turtle-17.gif,81192.4,4605.26,2052.02,1087.47,11808.1,21923.7,5763.59,7998.98,3318.3,9915.16,1420.92,927.91,437.834,2771.75,3285.46,1689.43,2351.56,868.028,94.6695,1273.27,366.564,843.416,367.883,737.622,507.443,"turtle"
device8-19.gif,249407,25576.2,8312.59,28381.4,35522.8,57991.6,6903.04,9790.61,10203.2,13551.1,14092.9,1152.93,1292.86,10769.3,10669.8,11040.9,6190.9,963.415,4691.26,3904.1,1971.8,4362.42,215.524,3593.92,3473.45,"device8"
bell-20.gif,281722,81157.9,49545.3,8732.44,18765.4,1142.01,5738.97,12311.2,11117.1,5724.73,1282.81,277.721,3560.05,4120.41,960.743,1423.75,964.037,1372.61,1806.15,1296.6,443.097,417.924,888.427,888.474,40.221,"bell"
cellular_phone-16.gif,44217.1,28326.5,2976.12,19681.1,11523.2,16934.5,14625.3,5479.41,1366.63,1631.63,4063.54,4361.31,2264.84,1389.59,3191.64,4202.3,4022.2,2244.95,915.136,781.269,3108.34,2650.52,1253.33,552.442,875.234,"cellular_phone"
Glas-18.gif,68515.2,21932.5,7506.63,924.844,10986.8,9448.94,14958.1,7213.5,15989.9,6273.19,1105.42,4220.76,444.745,715.776,8123.68,29.9243,4573.48,1392.33,1942.68,1049.92,3588.07,1846.06,909.529,1708.68,2812.34,"Glas"
jar-16.gif,138613,6658.82,18465,1252.87,39268.8,81457.2,5257.31,4173.5,1118.52,16136.8,15111.9,2331.7,7972.44,127.47,8857.64,7982.3,662.476,1329.66,890.829,8229.45,3934.18,3953.73,1464.9,2327.18,2549.76,"jar"
crown-11.gif,9871.17,4588.48,2573.9,2314.66,167.285,3768.97,2327.16,183.55,1069.58,80.7257,570.281,850.316,803.539,450.627,221.421,652.182,346.686,214.12,447.718,550.105,189.16,144.155,148.619,294.221,88.5554,"crown"
bell-18.gif,4562.18,1781.85,164.836,422.245,505.643,934.651,480.73,284.413,1190.07,565.473,406.062,376.671,515.667,45.8461,345.414,207.514,228.583,114.95,146.908,43.6172,166.81,24.7867,30.3524,57.9934,191.349,"bell"
cup-19.gif,73331.3,5139.94,10874.8,5087.33,16033.9,38394.7,3135.33,843.486,2087.45,7525.33,7474.13,10220.7,2157.51,187.907,1245.99,692.461,3247.22,3986.39,2048.93,3043.36,1662.39,659.354,2211.42,457.846,1226.57,"cup"
deer-20.gif,335791,59382.2,14487.7,30964.4,65447.5,16736,84237.2,11960.8,35522.4,1580.92,39663.8,9300.97,14163.5,4083.95,22453,15037.3,9971.55,6276.16,3467.83,2264.86,2668.83,16940.7,2301.55,4778.03,427.284,"deer"
face-12.gif,50776.3,4533.13,673.882,671.779,12689.8,20613.6,3421.78,7940.03,10707.3,2140.9,5810.7,4804.41,2773.7,4791.64,3043.73,2212.9,961.488,2306.87,828.155,1707.82,1529.67,495.796,297.356,68.7269,1472.54,"face"
bell-13.gif,21843.2,6322.46,1321.47,724.814,1379.53,6907.52,3473.29,3070.3,4676.18,2969.91,287.719,1873.62,1198.44,562.443,3632.27,1120.93,441.403,302.337,691.96,346.155,1177.01,242.028,312.808,941.417,1490.57,"bell"
bat-14.gif,228365,142603,9613.27,17727.5,21060.9,34257.8,41974.1,18447.5,11319,5632.15,4609.56,1706.32,6958.36,13699.4,7499.31,8301.28,5119.97,3069.39,2599.82,6109.16,672.215,4358.77,1504.46,5152.25,1384.16,"bat"
device5-16.gif,259783,42249.9,1531.3,16065.5,22168,3478.81,13115,5542.48,3221.41,22482.5,565.1,6715.41,606.984,4218.16,5322.77,5150.19,717.679,1169.68,389.014,4942.75,3572.98,3413.28,939.774,1145.6,2072.46,"device5"
shoe-13.gif,77194.2,28515,13180.4,6610.57,7401.7,34696,31518.3,7701.11,9851.02,953.523,7557.53,11919.6,787.641,2180.27,6008.51,2476.47,5534.17,1796.09,3289.3,642.219,1124.82,2049.18,1008.17,2494.73,121.526,"shoe"
cup-12.gif,67352.3,8010.73,8680.48,2903.29,12130.5,32310.5,1746.61,266.055,72.5165,6750.33,6822.68,5368.87,6434.08,1951.8,105.559,493.128,3570.64,3602.75,568.735,877.855,2706.6,455.822,1242.45,1988.29,1912.75,"cup"
tree-13.gif,46175.5,155.66,5723.39,2717.53,10362,16730.2,774.96,2289.87,1382.38,3393.75,2848.27,759.715,61.9593,1177.88,3054.97,2185.47,43.3941,774.748,228.646,1667.8,1115.12,177.594,73.5665,976.689,1014.2,"tree"
flatfish-12.gif,46049.1,17088.4,17227.9,9714.18,1734.13,10812.8,10815.3,7851.3,4748.3,10068.2,3867.89,6613.91,5153.81,1519.93,2402.06,1605.43,5396.61,4522.55,2995.35,2198.29,1649.13,3885.29,2559.43,1455.72,714.55,"flatfish"
bird-18.gif,48099.3,7715.73,207.42,4391.7,5024.46,712.184,7744.21,7354.28,5679.72,863.427,1842.4,1803.05,1995.12,2080.95,216.666,81.1253,2774.44,344.089,696.934,599.375,1565.36,616.353,432.323,283.253,1252.24,"bird"
shoe-20.gif,53896.1,33149.8,3522.88,16075.7,3663.94,23135.5,20352,9463.36,767.748,800.582,3003.93,2236.1,2394.6,6236.26,10392.2,779.386,181.706,1142.29,605.782,3802.35,716.829,215.827,882.84,567.169,818.983,"shoe"
device9-11.gif,196140,32603.7,1072.69,10512.3,27904.2,4639.63,13817.1,18850.2,9459.87,26615.3,949.906,6017.18,6345.71,746.001,2104.64,3023.94,2976.6,2340.25,2499.46,4935.37,3671.22,909.751,995.592,776.202,2116.79,"device9"
cup-16.gif,76661.5,223.142,2102.98,2750.12,16855.6,16708.9,14036.9,6835.93,5181.57,91.3207,3945.67,9236.67,4290.16,246.672,1018.76,2238.94,2149.31,132.375,738.247,468.503,2566.95,1886.78,938.906,7.46895,2371.23,"cup"
device4-20.gif,244339,7950.95,21639.5,6563.2,26870.6,7560.69,29133.8,326.279,17525,5406.01,4816.36,2970.05,769.67,818.498,95.3382,542.15,4606.93,1015.83,614.97,2924.3,901.833,1895.43,478.546,1438.13,190.932,"device4"
cattle-15.gif,196210,15393.2,5110.29,15546.7,38131.6,48246.3,24146.9,8840.37,9153.48,7716.31,2023.37,4599,1987.02,8962.55,11124.4,6907.13,9887.53,616.593,3045.16,2427.42,158.974,442.794,103.626,3163.87,1267.95,"cattle"
Heart-15.gif,67897.2,4575.18,13501.1,31210.5,3921.05,439.334,15411.6,2275.43,2254.07,11089.5,3595.17,1836.74,6824.07,2625.88,4388.65,1899.34,5601.38,1659.82,1534.87,377.593,2028.66,133.14,441.515,3975.16,2183.74,"Heart"
bottle-11.gif,96913,27788.6,14119.7,3486.18,1425.19,3722.97,228.097,951.315,724.348,3770.75,565.459,90.2488,1516.9,1790.48,48.1574,209.36,396.415,85.1739,114.814,276.803,807.413,99.6808,155.639,137.498,628.502,"bottle"
fly-19.gif,23451.2,10179.9,7207.93,7179.55,61.8604,4354.61,3456.97,2474.99,470.168,786.003,559.361,684.915,771.384,516.456,1105.3,408.039,399.413,484.471,223.102,868.235,904.682,755.643,231.526,495.868,19.6587,"fly"
elephant-19.gif,28437.2,11495.7,1970.46,2865.24,4828.75,6369.11,9036.8,2639.5,4233.02,319.317,26.1118,2062.41,384.142,793.871,720.382,1461.91,861.228,895.07,1496.71,2622.7,868.231,1313.55,247.748,334.473,165.115,"elephant"
elephant-16.gif,64041.3,17500.4,4458.66,4274.56,5798.62,14273.4,6046.18,6516.94,6085.99,4569.78,2576.09,5942.56,2232.36,517.174,2192.92,7663.4,1564.18,490.591,2645.21,1453.84,373.983,682.232,2918.12,567.439,984.849,"elephant"
device3-16.gif,163559,16555.8,481.644,3804.05,27297.7,57784.4,40385.4,10096.6,25352.2,14595.8,1219.09,14633.9,7584.67,7462.64,2056.71,1067.38,128.066,2426.81,463.316,155.816,3855.52,72.2577,198.482,576.963,2387.81,"device3"
chicken-20.gif,93732.2,1017.46,9781.79,16659.8,6049.1,4469.46,41999.8,5316.81,5875.55,17655.7,7627.94,64.1453,6315.28,751.463,804.398,590.308,8589.57,1992.78,3711.52,1769.01,3822.52,778.521,1054.94,712.758,329.689,"chicken"
cellular_phone-11.gif,41680.1,27353.4,1432.13,18043.3,12012.4,15442.1,12177.5,4244.8,1214.79,1226.67,4712.88,4513.85,2685.46,1685.95,2515.82,4414.28,4121.73,3256.07,2556.16,1939.05,3075.99,2128.76,1337.54,1324.95,1679.54,"cellular_phone"
face-17.gif,27081.2,3740.67,6255.6,564.763,666.526,11339.2,3038.85,1509.44,2876.55,1377.46,3457.71,2359.12,972.089,3887.38,4701.2,1826.43,670.434,695.302,1850.56,2002.34,1134.96,356.781,165.589,1441.31,1293.4,"face"
chopper-18.gif,87681.7,4417.14,8589.36,784.143,13181.6,8787.7,7764.27,608.325,4354.31,1854.24,2407.24,635.354,1970.82,329.54,1446.97,1467.06,1691.31,913.179,529.005,1677.97,899.909,347.953,793.635,320.269,316.344,"chopper"
stef-14.gif,82850.7,31782.1,19089.4,12185,7784.92,751.216,1861.84,234.238,345.804,1036.69,925.632,5.30046,217.382,247.271,509.732,256.995,99.1426,32.3795,238.421,103.246,10.3982,217.718,188.788,351.786,183.19,"stef"
rat-18.gif,87581.9,11836.1,6968.12,905.012,5801.13,1721.2,1587.83,2500.57,2188.35,939.5,945.665,497.931,1581.85,3170.36,2432.29,353.152,307.411,800.583,885.864,540.75,72.3921,906.367,62.0071,538.536,436.175,"rat"
Heart-14.gif,47761.2,8140.71,4401.71,19082.7,6910.81,12236.8,3439.54,1848.18,7038.01,4376.44,845.473,13388.5,4219.95,2974.26,4400.33,5009.15,1160.58,4340.77,333.417,2364.97,2217.39,1524.45,553.085,84.4779,1029.86,"Heart"
sea_snake-19.gif,30740.5,3955.34,1918,557.239,4825.08,2957.17,4213.5,1047.63,2352.2,1307.2,1138.56,203.03,3.09736,536.943,190.728,1634.6,437.069,513.708,274.796,31.4075,346.369,81.821,429.199,259.392,86.6005,"sea_snake"
frog-15.gif,27047.1,14671.6,3944.59,4679.11,1872.31,6009.37,5523.59,5879.65,6265.24,1375.49,3098.48,1391.79,327.419,1474.47,847.957,309.501,1116.67,994.767,611.263,1143.5,1032.6,238.252,271.799,633.961,1142.79,"frog"
car-19.gif,87352.2,15399.1,5691.24,6013.65,6407.95,975.216,9359.97,5415.6,1319.28,589.305,741.149,1605.03,681.248,853.443,393.199,708.779,237.326,638.467,510.06,1160.46,283.155,370.116,340.659,217.281,235.249,"car"
octopus-16.gif,46229.4,1523.39,327.01,1329.2,6164.13,7650.6,2220.11,747.48,1364.15,4977.79,2128.95,135.666,16.8196,1561.42,463.861,500.624,1400.06,1504.62,394.017,2411.22,442.038,1467.27,1254.57,1326.21,155.946,"octopus"
device8-11.gif,261545,29344,2836.17,24817.2,38518.7,51973.3,9452.16,5279.25,25721.2,1585.69,7242.75,9746.08,2725.1,4704.96,7842.61,590.75,5413.33,2435.81,584.672,328.614,383.649,3378.33,147.071,934.335,934.675,"device8"
sea_snake-20.gif,10701.5,493.614,1061.67,302.389,1531.28,1472.42,141.147,1623.17,958.491,124.359,57.7978,30.2975,143.227,813.436,183.53,133.106,225.19,55.6034,42.4207,380.593,22.3613,130.281,37.6736,42.7105,164.785,"sea_snake"
device6-17.gif,221388,26723.3,4459,12881,27574,14053.6,19204.9,10252.7,6723.1,22481.3,4070.98,1483.38,4748.83,5524.57,7411.86,4501.1,1907.26,1012.01,1305.06,4646.25,1259.84,3859,1936.21,300.554,2081.13,"device6"
dog-12.gif,12178.3,2383.73,41.8205,1406.18,39.3467,1735.92,2878.17,459.436,1248.4,452.769,601.584,157.276,402.21,520.171,232.806,581.138,942.711,316.857,185.117,1084.55,143.213,324.693,420.018,168.065,368.749,"dog"
spoon-16.gif,52332.2,28460.3,6285.83,1945.41,5167.49,9257.13,2765.34,1527.13,4338.1,1961.7,676.342,6183.42,124.596,896.419,5574.5,639.389,1396.45,2365.41,1552.73,1484.51,1805.52,2357.19,1532.23,163.416,48.7263,"spoon"
stef-19.gif,82456.7,28992.3,18970.2,9845.33,7221.42,529.008,32.6961,577.52,169.246,35.3375,127.537,119.016,346.575,41.6441,208.222,161.51,16.9537,289.709,42.6253,140.322,124.547,44.2515,212.169,135.755,59.859,"stef"
hammer-17.gif,58717.6,1279.61,676.423,404.889,6822.84,10268.1,1219.32,1270.06,4335.68,4250.52,1532.48,1189.11,1017.99,648.668,215.135,761.119,585.917,119.752,316.517,134.757,932.041,349.208,216.51,234.998,620.382,"hammer"
device9-18.gif,176459,20433.1,299.474,3760.24,37535,12618.2,41572.2,26492.5,12730.6,6790,11423.1,4578.5,6493.29,3311.96,438.387,485.597,4005.27,5191.67,181.719,2042.5,3043.07,2557.13,798.114,92.2311,3969.2,"device9"
rat-11.gif,88101.9,11180.7,7420.81,689.585,6006.46,1656.29,1733.76,2919.5,1876.83,1607.57,180.564,3.46069,1139.72,3360.9,2830.17,199.204,499.433,507.11,836.261,900.446,151.482,810.389,22.3839,1015.43,182.128,"rat"
personal_car-14.gif,85739.4,27781.9,27538.1,10801.8,8373.7,5645.24,21338.2,19001.7,1427.27,5742.32,19.0631,2101.31,559.03,568.887,949.028,241.823,3002.38,489.952,684.595,85.4889,1872.93,249.3,1155.83,739.467,1582.61,"personal_car"
Bone-15.gif,112860,10364.8,3740.89,19518.8,17731,3799.28,38092.9,4886.95,1609.03,3089.8,501.026,2191.43,1137.3,3872.27,1501.05,4733.67,2195.86,3956.71,1470.43,2687.1,385.83,3677.63,163.657,1637.69,698.103,"Bone"
sea_snake-13.gif,51568.3,27108.3,4991.77,10333.5,4962.18,485.672,2587.88,1574.48,1910.72,953.928,4103.37,3569.44,2436.44,1517.24,4989.83,1770.55,2952.34,828.649,157.159,2495.96,432.861,1378.09,514.988,546.987,1222.74,"sea_snake"
chopper-12.gif,88069.8,2722.62,9736.56,1276.57,11349.3,4682.72,2076.46,7150.85,4248.51,1569.43,688.273,2178.42,166.918,820.111,1304.69,590.495,1683.55,1619.76,542.034,333.199,909.983,455.996,285.357,369.176,458.309,"chopper"
classic-13.gif,51243.1,37132.3,7952.32,11696.1,11901.2,20346.1,11656.8,1448.17,3052.75,2142.91,5781.36,4031.17,1118.93,273.822,1233.4,8194.64,7342.13,4052.86,128.957,2222.61,2852.49,2746.83,1794.23,722.953,759.948,"classic"
device9-19.gif,178396,21229.3,867.757,2411.55,37260.2,12467.4,41568.6,26085.5,12472.5,6558.2,11398.4,4381.1,6422.56,3107.82,597.835,406.334,3929.99,5025.84,181.108,2185.44,3190.92,2411.64,798.585,9.42067,3970.39,"device9"
teddy-15.gif,60659.7,3355.84,15536.5,1130.05,181.98,5533.58,1371.49,5040.63,2642.45,2652.2,2730.33,1081.91,793.949,1541.67,1958.17,2327.25,244.1,183.571,464.641,1981.96,1549.02,637.423,136.426,66.457,434.412,"teddy"
lmfish-11.gif,122653,12624.9,42.4727,4293.47,12726.3,3170.9,16975.6,244.446,3019.19,9537.98,1655.91,6672.46,2383.06,2416.56,2567.78,3757.63,2575.18,729.436,1525.07,4617.67,2857.15,625.421,1156.13,120.072,1483.89,"lmfish"
device7-13.gif,147517,498.388,149.185,956.611,37593.1,73434.5,1726.86,61.9532,1333.38,18530.7,12249.8,54.2628,151.868,2214.72,1139.66,4001.03,682.126,109.812,1183.6,1828.39,3447.94,219.039,37.5658,1509.79,599.737,"device7"
face-20.gif,51456.3,4448.39,446.465,255.047,13101.9,20099.6,4084.39,7642.65,10956.5,2966.12,5067.88,4688.51,2389.12,4784.87,2815.29,2068.52,630.235,2071.45,829.409,1799.55,1631.31,778.357,283.529,431.098,1383.83,"face"
hammer-12.gif,59427.1,17205.1,1605.33,1792.06,4361.04,1076.87,2880.98,447.75,1155.09,3769.74,562.363,1289.31,348.126,561.721,138.691,523.698,85.7512,126.228,514.523,558.989,586.721,189.605,7.36086,82.2944,381.049,"hammer"
cup-11.gif,87079.5,1386.67,11170.9,4921.02,15971.2,28954.9,11598.5,4660.92,9404.36,3107.48,1700.22,500.175,4599.49,7379.87,962.213,2408.26,91.2534,3314.67,981.775,3021.35,2780.85,1177.72,516.542,1460.75,999.521,"cup"
device2-16.gif,201905,5143.12,0.0976989,534.489,20628.4,56221.3,2168.66,3.02471,6235.49,10031.2,10075.2,2123.34,217.393,4798.93,8024.88,7578.82,3124.3,149.596,2301.26,4142.15,2690.77,2647.3,290.098,2476.56,3079.15,"device2"
jar-11.gif,161445,4348.41,2274.05,3551.03,39514.9,47701.2,38915.4,1728.78,15292.5,5221.55,2511.54,8042.61,8384.72,8671.99,594.593,1794.63,5076.03,2033.55,337.284,1469.78,4877.16,362.184,83.5674,2212.73,3803.55,"jar"
face-11.gif,51478.3,4346.75,997.164,420.636,13129.2,20731.9,4087.37,7706,10173,2829.24,4390.61,5377.28,2591.75,4578.04,2860.95,1883.28,647.105,1779.06,1173.89,1843.81,1217.06,943.15,657.417,423.845,1308.09,"face"
flatfish-11.gif,28607.1,13061.9,11704.2,14432.4,758.838,8469.69,6441.53,741.179,3903.2,4623.65,1236.77,150.958,1748.54,2704.94,2306.24,1136.9,667.316,525.458,1556.12,1594.05,184.243,721.6,735.189,89.5366,743.389,"flatfish"
truck-19.gif,96967.6,42382.5,10616.5,7062.43,6529.26,1554.36,41.9568,689.294,449.159,739.672,650.803,47.4052,550.646,194.928,539.484,257.586,469.692,409.912,104.616,510.506,180.345,236.158,189.667,40.9586,109.569,"truck"
fountain-12.gif,74195.1,873.518,22484.2,2173.12,5169.4,1587,8127.87,965.977,4893.2,403.472,1145.59,1262.86,2492.6,1353.92,584.044,712.431,618.299,71.6868,452.947,940.29,427.329,123.146,460.452,798.503,203.183,"fountain"
personal_car-13.gif,64019.4,6078.22,14690.1,1587.36,5976.85,5429.54,24160,4752.89,605.469,3182.1,111.351,296.329,3405.73,722.289,862.159,1236.12,924.309,2227.26,815.05,250.624,790.699,247.519,878.879,729.391,262.574,"personal_car"
jar-20.gif,192670,30804.8,10549.2,6859.39,29736.4,2753,38603.4,3027.01,6416.27,722.415,13261.6,1498,1725.67,3724.04,9162.47,947.545,2246.7,1918.97,515.6,2295.44,2551.88,16.0608,2379.68,700.202,2657.07,"jar"
butterfly-17.gif,281549,25509,16389.6,3540.86,53164,76225.8,14260.5,11640.2,18942.5,6638.27,6623.23,3031.76,2889.47,9661.4,8978.39,7455.27,13657.4,2045.56,1897.28,4825.72,64.7525,2462.89,1668.53,318.149,1489.68,"butterfly"
Misk-14.gif,48116.2,3707.69,6423.54,8911.59,7371.38,13788.3,4523.21,4803.15,3416.33,4307.54,4282.03,887.87,4733.76,426.629,1383.97,3270.54,3323.55,1811.08,2059.69,1859.32,1508.11,3360.37,675.432,1156.84,1447.63,"Misk"
horseshoe-20.gif,25523.3,3414.23,1265.46,581.986,3321.22,1227.1,147.548,3796.32,1461.89,2464.44,2279.53,4302.39,1201.27,3815.81,1333.56,465.114,796.267,168.869,495.564,510.192,252.855,143.267,35.1349,477.736,536.468,"horseshoe"
ray-18.gif,44646.3,4671.68,10979.6,4123.25,4238.95,9220.72,8132.02,7364.33,950.36,1864.99,1457.73,1393.47,78.2515,41.9669,892.551,1568.64,1972.86,1420.82,977.016,596.795,290.731,992.084,160.001,419.717,326.43,"ray"
camel-12.gif,89491.6,5837.67,7846.54,355.343,14442.2,11638.5,16241.8,3839.98,14610.8,1055.47,6984.03,1041.78,1196.07,539.038,3615.5,1295.56,1715.61,839.072,45.6967,461.256,213.896,729.125,379.144,1187.37,766.581,"camel"
camel-14.gif,80478.3,3804.45,2441.05,3998.44,9085.1,15652.9,10803.1,8383.93,1805.19,4516.3,2359.83,1427.3,951.975,4086.48,3652.69,1850.97,1007,1241.52,364.678,694.101,671.289,1372.98,708.282,1209.25,2492.1,"camel"
teddy-19.gif,59747.6,5310.7,16578.9,831.694,342.909,2993.4,704.886,6659.88,2132.91,3563.64,1096.59,1255.44,1533.95,1205.51,1061.35,1406.23,489.881,225.283,728.298,33.3471,231.124,632.823,183.127,280.309,416.767,"teddy"
classic-20.gif,50534.1,35827.9,4971.2,16753.3,17870.6,18467.1,7243.76,2919.72,4553.9,105.02,2081.28,82.1284,934.162,4524.1,7703.99,5119.34,4857.93,5109.21,5605.74,5526.21,3241.95,3633.97,3144.45,2971.81,3872.61,"classic"
camel-11.gif,80694.5,2276.15,10496.6,3809.01,11605.4,18409.3,18276.2,808.152,1203.29,2513.63,3290.78,556.384,421.616,3150.23,2221.9,1144.97,1092.75,3042.62,1356.43,2154.82,333.54,1709.73,666.828,725.235,1254.37,"camel"
device1-16.gif,178650,19931.8,274.027,9764,29074.7,3820.8,38236.2,6236.68,14577.2,2443.21,5562.08,707.209,2296.65,3525.76,3636.14,1387.46,2458.46,1162.91,2123.31,853.053,1868.8,444.917,421.143,1994.92,120.819,"device1"
Comma-17.gif,51918.1,4680.94,12198.9,11212.5,2406.45,17908.1,16113.3,21474.1,23156.7,1967.9,3593.49,3801.72,4702.78,9040.92,2863.95,634.05,495.149,1951.64,622.702,723.664,2239.01,761.28,3159.42,1426.96,1921.93,"Comma"
lmfish-18.gif,41235.4,1983.68,763.606,549.351,3512.09,5049.59,2944.09,1014.96,1488.76,5437.39,917.497,1251.34,856.487,946.283,1731.63,28.8101,1246.58,52.0581,17.7538,556.454,406.989,569.459,118.131,291.178,375.753,"lmfish"
stef-16.gif,82697.4,33086,18890.9,13209,7941.53,686.998,264.581,655.649,512.32,64.4076,310.263,371.832,694.973,371.501,52.2164,114.587,501.584,333.099,60.6901,211.487,14.0569,176.2,79.146,174.96,27.2181,"stef"
hat-12.gif,4843.12,1395.33,1104.97,1914.99,1541.13,1611.49,633.469,1213.91,1163.05,572.255,114.808,65.4031,243.616,25.6531,36.3326,66.7292,179.013,148.321,26.2543,433.072,127.511,272.635,298.337,115.443,202.748,"hat"
face-14.gif,28516.2,3098.85,6357.11,158.476,1899.41,12591.9,2526.96,106.376,5149.87,2127.33,4711.82,1589.2,389.433,5068.28,4354.97,3106.01,92.3375,546.154,2529.56,1445.36,1777.72,733.563,235.304,2151,984.856,"face"
camel-16.gif,105186,7953.38,16174,2965.32,12260,25597.7,24332.9,2706.74,3370.4,6499.78,7130.75,1730.4,5087.8,5586.75,1394.05,355.562,359.643,1017.1,3343.63,817.098,2056.03,2941.18,757.649,1764.19,389.601,"camel"
butterfly-19.gif,127959,3023.97,437.298,15188.5,20547.1,18652.5,19881.6,3436.23,12613.7,3042.55,5683.61,6429.68,4272.03,3178.23,1400.75,528.813,1156.34,27.1412,333.215,291.777,2778.02,730.969,246.491,946.755,2026.76,"butterfly"
octopus-14.gif,53204,18168.5,991.808,1419.9,5300.61,193.131,4937.05,2050.17,2295.28,3255.51,199.559,2367.48,753.943,752.259,745.089,1308.25,351.122,162.324,412.45,768.65,294.305,10.2006,382.193,316.281,91.436,"octopus"
horseshoe-15.gif,17855.2,2796.39,561.095,157.263,2278.62,620.27,302.872,2425.49,901.463,389.214,1971.69,1844.9,2456.22,1825.67,2128.53,188.719,340.724,517.165,249.267,150.534,63.876,336.107,40.0348,560.836,613.761,"horseshoe"
lizzard-20.gif,72857.2,29311.5,13687.4,8949.73,4071.82,1553.48,12129.8,3912.3,10577.4,1188.72,2078.27,3364.87,7050.01,1758.61,1338.07,2083.3,199.144,1736.59,993.308,853.31,427.852,2300.81,2905.25,1920.58,4148.02,"lizzard"
Comma-13.gif,60031.1,4030.54,14204.7,7385.43,8895.86,20027.4,17982.9,19471.7,24734.2,398.016,5848.2,6538.75,4697.26,10641.2,2285.1,1097.77,1896.37,1518.25,207.45,1121.53,3959.99,54.2329,2496.69,1745.24,2302.23,"Comma"
brick-13.gif,84839.1,3605.1,20662,1614.83,2750.93,2129.63,6486.41,6847.58,1977.16,1439.24,3077.91,364.948,149.367,1425.71,2011.78,248.244,1472.39,611.476,176.644,139.051,470.96,434.488,137.856,396.059,167.109,"brick"
car-11.gif,90113.6,21500.6,9533.54,3075.02,1193.19,337.239,626.108,3462.95,123.051,3911.34,1113.11,1614.48,86.0637,1642.61,1017.79,1123.24,163.004,26.1324,550.007,1372.41,374.998,47.9895,230.624,129.664,281.161,"car"
fly-20.gif,55784.3,10146.7,5484.5,3136.28,10867.1,7369.75,7776.75,2870.8,536.744,1558.31,2993.62,790.95,1574.24,759.266,1407.71,771.698,2140.34,1240.5,1312.81,20.6979,692.827,515.757,737.871,499.377,690.496,"fly"
device6-15.gif,210377,13552,7810.3,12878.8,28227.5,11571.6,15698.9,8001.11,5985.59,23813.8,5495.58,3993.59,807.48,1307.97,6108.78,5377.05,1440.48,1222.5,522.862,5476.74,1634.69,2544.65,277.076,593.182,2282.73,"device6"
watch-20.gif,124060,72613.4,15337.7,40972.9,8194.67,21611.3,24193.5,11426.9,1822.63,5404.15,3201.57,1925.71,3881.62,5226.26,1379.75,2699.03,3095.02,2931.82,2248.01,2908.08,946.534,87.1141,841.828,502.893,705.669,"watch"
hammer-14.gif,59427.1,18033.1,1605.21,244.13,4361.05,1076.87,2436.34,1991.27,476.469,4279.32,562.363,2298.45,752.992,412.923,160.29,523.698,216.165,339.888,219.377,777.375,586.721,142.59,87.0254,82.4906,736.685,"hammer"
