"","HuMoments1","HuMoments2","HuMoments3","HuMoments4","HuMoments5","HuMoments6","HuMoments7","BlackRate","WhiteRate","Fourier-0","Fourier-1","Fourier-2","Fourier-3","Fourier-4","Fourier-5","Fourier-6","Fourier-7","Fourier-8","Fourier-9","Fourier-10","Fourier-11","Fourier-12","Fourier-13","Fourier-14","Fourier-15","Fourier-16","Fourier-17","Fourier-18","Fourier-19","Fourier-20","Fourier-21","Fourier-22","Fourier-23","Fourier-24","ID-0","ID-1","ID-2","ID-3","ID-4","ID-5","ID-6","ID-7","ID-8","ID-9","ID-10","SD-0","SD-1","SD-2","SD-3","SD-4","SD-5","SD-6","SD-7","SD-8","className"
lizzard-9.gif,26.6517,136.259,5878.02,2858.67,1.17143e+07,25033.7,-9.3531e+06,0.657689,0,51868.2,21491.8,9582.68,7320.22,2116.86,6773.47,16935.3,8855.42,6798.87,4668.1,2862.18,3173.44,1413.94,521.517,3369.27,995.979,1376.15,1204.17,699.743,862.606,2125.23,1673.31,126.975,372.89,560.294,10317,241,293,200,108,222,17,23012,46007,69002,114992,1401.47,159.905,57.8671,29.524,10.7595,2.989,2.14006,0.0223253,0,"lizzard"
turtle-7.gif,0.226292,0.0208685,0.000396578,0.000143296,3.0337e-08,1.75483e-05,-3.20568e-08,0.592041,0.407959,71174.3,18073.8,24398.4,15100.2,7462.65,21081.2,14686.6,1271.68,16866.9,7616.97,5446.75,5778.87,5280.7,1320.82,1775.5,298.246,1773.49,440.148,704.305,2011.6,2114.41,804.33,199.069,1143.77,800.163,5370,117,231,426,259,134,8,43065,86122,129179,215293,2588.13,287.57,103.525,52.819,24.7677,10.8213,7.6572,5.75141,3.93458,"turtle"
device2-10.gif,0.210312,1.0536e-06,2.25395e-06,2.09501e-07,1.06661e-13,-1.95176e-10,-1.32564e-13,0.695229,0.304771,182250,2910.9,150.337,866.194,23018.6,67550,1562.96,109.305,3587.15,10644.2,9975.61,970.306,367.244,3490.63,4804.48,7620.61,1270.85,63.375,1262.83,3591.93,4194.42,1317.62,45.2703,1889.12,4435.11,11392,188,453,350,210,308,25,14875.6,29726.2,44576.8,74278,10819.7,1202.19,432.788,220.81,133.577,89.419,64.0219,48.0876,37.4384,"device2"
chicken-3.gif,0.215755,0.00495112,0.00307832,5.58341e-05,-2.11937e-08,-2.54876e-06,-2.10302e-08,0.739861,0.260139,103762,19327.3,2096.83,12896.8,20625.3,3556.68,17128.4,9725.13,11086.4,1244.24,3739.56,2044.84,877.569,3274.48,799.623,2040.26,3141.63,349.652,1477.51,715.002,546.148,1110.39,333.529,899.679,1636.35,33272,231,41,264,262,132,4,14519,29034,43549,72579,3492.7,386.093,128.274,54.1433,30.9337,18.3822,8.06061,0.992527,0,"chicken"
Heart-1.gif,0.188439,0.00395096,0.00120768,6.23348e-05,-1.08733e-08,-2.55395e-06,-1.29942e-08,0.345473,0.654527,61555.2,2531.44,9657.69,28423.2,2362.71,5606.18,14714.6,2618.03,5542.62,13045.1,1900.37,223.229,10029.5,1384.11,2437.38,2567.54,6884.74,384.506,1559.4,1370.47,2963.19,1134.19,695.396,3464.82,1339.01,3495,76,383,494,425,307,4277,37565.4,70853.8,104142,170719,10985.6,1220.63,439.425,224.197,135.625,78.2691,33.9456,10.2643,0,"Heart"
Misk-10.gif,0.187302,0.00292391,7.59829e-05,4.04187e-06,-1.21921e-11,-3.02528e-08,-2.18486e-11,0.318659,0.681341,43149.1,1065.11,1476.51,162.679,8548.91,13854.1,678.773,1327.99,2722.2,6763.76,7863.1,2714.43,1797.29,1460.07,1916.7,680.268,2770.12,711.203,2542.45,2929.11,202.778,3421.17,2968.66,2040.53,607.201,5335,125,402,523,210,277,5216,26214.2,47212.4,68210.6,110207,6227.04,691.894,225.795,113.529,66.9746,38.5974,25.1086,9.79384,0,"Misk"
dog-6.gif,0.64352,0.0806615,0.0763236,0.00271589,2.51658e-05,0.000194978,3.58855e-05,0.805194,0.194806,172801,62564.7,10046.6,1336.67,4359.91,5970.41,16148.9,4529.76,15332,231.217,2344.71,18095.6,2393.38,7063.42,1408.21,2422.39,679.882,371.739,498.801,6849.49,5024.85,2099.78,2453,260.973,2539.67,218562,465,456,122,406,402,0,145966,291932,437898,729830,977.355,298.446,259.17,72.8099,32.3169,37.6188,18.7245,16.555,8.11171,"dog"
rat-01.gif,0.287352,0.0252914,0.00111061,0.000866552,5.61963e-07,0.000119634,6.9708e-08,0.872938,0.127062,88496,11942.8,8065.44,1173.2,5085.08,2940.02,1661.06,2299.24,2263.9,1290.89,604.867,254.543,1409.89,2936.09,2366.9,513.763,521.633,1115.38,916.497,630.637,135.984,925.375,129.201,419.391,209.406,4-2147483648,45513,46240,45721,89,25016,8,11753,23498,35243,58733,1013.76,112.64,37.451,19.3053,5.62004,2.90835,2.29245,0.157839,0,"rat"
key-5.gif,0.312765,0.0491521,0.0247749,0.0135486,0.000248225,0.00300375,-2.3275e-05,0.757306,0.242694,85303.2,49460.8,4655.66,13989.3,2976.57,15137.2,5754.3,1509.54,6587.52,5504.38,2552.98,2781.1,3679.16,5661.73,2757.39,3121.38,4249.98,3113.96,1293.46,3398.9,761.303,727.903,1909.81,2148.28,655.515,2374,109,319,63,307,302,36652,44013,51374,58735,73457,918.339,102.038,36.7336,13.0313,5.66876,3.79479,2.71698,2.04075,1.58882,"key"
spring-6.gif,99.4933,3916.97,33112.6,17377.9,3.93446e+08,969555,3.41927e+08,0.899033,0,276184,44653.9,35382.1,4897.2,34574.6,23179.7,47095.7,19822.9,1499,330.223,5684.95,11430,1052.83,6742.99,10640,4293.26,6193.49,1561.92,5882.69,1715.24,3786.24,3016.04,4810.8,4025.25,1103.56,2563,125,522,68,512,493,281226,334209,387192,440176,546142,7425.63,432.645,107.226,32.9442,24.0359,15.2007,7.23627,10.1313,7.14293,"spring"
bird-2.gif,0.253495,0.0224253,0.00425402,0.000166866,1.24059e-07,5.28789e-06,2.98256e-08,0.606177,0.393823,38034.2,7894.03,5314.49,8218.73,833.981,800.724,8936.49,4003.54,2785.65,5632.04,4358.14,2714.85,1649.08,567.811,1470.32,229.634,1985.02,442.956,299.926,406.868,912.943,12.8546,200.577,586.363,1164.38,2253,37,215,297,229,222,12,26569.2,53126.4,79683.6,132798,1566.6,174.067,62.6641,18.7588,7.82018,3.23678,2.31746,1.42095,0,"bird"
chopper-01.gif,0.236116,0.0203368,0.00272016,0.0011293,1.95998e-06,0.000155007,-8.79843e-07,0.852036,0.147964,86376.6,4781.59,8488.8,713.928,13072.9,9541.57,7637.82,514.976,4576.47,2325.6,1970.64,497.935,1702.08,798.008,1201.99,1620.41,1347.94,698.363,762.352,1614.33,951.785,809.236,435.705,607.48,148.648,2235,86,180,104,169,164,23387,28068.4,32749.8,37431.2,46794,632.793,70.3103,25.3117,12.9141,7.81226,4.48259,0.76415,0.30133,0.502713,"chopper"
ray-9.gif,0.20148,0.00150564,0.00120521,0.000520066,4.11403e-07,1.73915e-05,-1.6125e-07,0.566988,0.433012,114967,9265.36,1887.47,10688,1018.06,10773.1,42029.3,22103.7,28781.3,3834.39,7600.54,5744.43,2075.11,6586.68,3825.13,6817.93,10236.1,2924.02,2000.86,31.1523,4210.31,600.548,145.137,1127.7,288.372,60435,216,463,606,219,250,0,70474.8,140950,211424,352374,10332.1,1148.01,413.285,210.86,118.867,14.7831,0,0,0,"ray"
device4-18.gif,0.198996,0.000496049,0.00551509,9.48716e-05,6.86174e-08,2.10708e-06,5.35361e-10,0.761552,0.238448,237120,27132.2,15828.9,13921.7,36957.9,66219.3,15553.7,10345.4,6488.74,19099,16216.3,3057.32,3365.24,568.121,2552.76,4566.94,1674.96,1476.43,1330.32,1389.53,5598.43,2812.41,1061.86,334.924,4094.51,2399,445,182,222,425,285,117420,129828,142236,154643,179459,28915.2,3212.8,1156.61,332.087,103.078,0,0,0,0,"device4"
chopper-16.gif,23.9737,240.616,1924.58,948.573,1.26771e+06,14661.8,-720800,0.870354,0,88233.7,2113.99,9186.56,1765.11,12234.3,6211.47,3304.95,4974.8,5783.4,1465.69,2792.55,139.632,51.5501,844.976,2451.96,1145.35,406.51,833.125,1086.92,234.478,1430.77,677.705,164.487,515.416,1040.7,2233,91,194,65,176,179,22280,26276.2,30272.4,34268.6,42261,632.793,70.3103,25.3117,12.9141,7.81226,3.36195,0.630424,0.0430471,0.368656,"chopper"
Heart-18.gif,0.195744,0.00494782,0.0016604,5.90867e-05,-1.53416e-08,-4.03948e-06,1.7578e-08,0.394812,0.605188,70346.2,842.18,11102.3,29311.1,2646.01,6737.03,18659.3,1895.92,3865.01,7444.92,7070.62,865.595,8595.79,2508.44,1756.38,1572.85,8691.73,1763.43,134.452,683.091,3389.52,968.544,1646,2444.4,46.0085,3463,76,383,590,387,307,4277,49215,94153,139091,228967,10009.6,1112.18,400.385,204.278,123.576,52.5702,14.8071,11.0966,0,"Heart"
fork-14.gif,106.248,9370.46,79636.3,8812.57,1.8611e+08,701681,9.77323e+07,0.949499,0,291687,16223.6,56189.3,4519.31,14590.2,14651.1,9010.01,14614,316.993,7754.68,2376.99,2239.53,5896.88,3934.83,4035.09,411.626,3461.55,2751.16,2301.03,924.717,1195.52,1930.94,1954.21,605.434,150.633,1427,125,434,23,425,434,129296,172010,214724,257439,342867,11035.7,538.089,138.534,94.8395,13.5277,14.3922,8.50986,4.52212,0,"fork"
device4-17.gif,0.262008,0.000188063,0.0244141,3.05284e-06,8.2954e-10,1.94098e-08,-1.05547e-10,0.891657,0.108343,277631,12181.8,10866.2,4903.44,34598.3,33767.6,8564.06,8500.2,23563.8,10497,2359.09,10310.1,5394.94,1563.7,3281.1,614.305,2138.15,1262.33,1907.01,845.971,4727.44,1077.61,982.681,1847.66,3482.32,3443,398,154,316,257,223,10320,40842,71364,101886,162930,17491.9,1943.55,546.573,125.266,10.0385,0,0,0,0,"device4"
device2-11.gif,0.170221,9.43442e-09,1.59893e-08,2.53588e-10,1.27761e-19,2.43807e-14,-5.0014e-19,0.548565,0.451435,143803,1588.69,22.3455,527.041,27004.3,84476.7,2195.26,15.9516,1956.28,9529.05,12905.7,211.794,4.39369,2660.25,5248.57,5143.62,200.172,0.055904,1001.18,946.713,5520.59,938.621,62.8358,1082.56,2397.63,2422,309,276,314,292,281,163825,174238,184650,195063,215888,13357.7,1484.18,534.306,272.605,164.909,110.394,79.0394,59.3674,46.2203,"device2"
butterfly-16.gif,0.253799,0.0197147,0.00519058,0.000376131,-5.1484e-07,-5.20668e-05,-4.81193e-07,0.525683,0.474317,91494.2,5029.93,18941.9,3223.84,6270.95,23237.2,7388.62,22062.5,7514.08,18469,5643.17,961.113,10309,6752.41,845.287,3044.11,6399.66,1698.44,1824.16,7721.72,1930.15,1552.94,878.758,1067.85,5605.11,71335,313,473,575,28,211,0,17421.8,34843.6,52265.4,87109,14988.1,1565.57,409.068,228.844,103.947,30.9671,3.27984,0,0,"butterfly"
fish-16.gif,0.309621,0.0671545,0.00169891,0.000829568,9.82957e-07,0.00021037,-7.3226e-07,0.421744,0.578256,9531.09,6799.26,899.695,3500.83,3695.12,2352.54,1251.12,225.775,630.444,269.521,894.581,781.287,828.319,978.244,936.236,224.34,485.934,1012.63,1513.49,1655.39,116.594,403.938,490.843,315.822,12.3444,2294,43,-2147483648,-2147483648,259,33423,9,13096.8,26184.6,39272.4,65448,141.064,15.6738,5.64255,2.87885,1.395,0.541272,0.204416,0.00959618,0,"fish"
brick-16.gif,0.297397,0.0580841,4.31408e-05,4.37592e-06,-3.41125e-11,-7.60289e-07,-4.85141e-11,0.892302,0.107698,90459.4,24892.9,5250.93,3965.54,8869.21,911.231,8343.69,1750.14,4329.08,1760.12,470.445,270.001,1447.22,1652.66,195.587,339.745,1078.42,47.9667,39.892,145.127,467.441,74.7861,413.217,67.2757,217.126,2210,46,205,14,171,236,13053,15276,17499,19722,24168,632.793,70.3103,25.3117,12.1894,3.62712,0.186775,0,0,0,"brick"
device0-14.gif,0.200358,4.1887e-06,4.81603e-07,1.85531e-07,-4.48814e-14,-1.50089e-10,-4.35748e-14,0.775478,0.224522,203288,37954.2,1458.38,12234.6,18846.6,2935.34,8592.72,3988.88,10149.9,20471.8,4196.9,2403.84,2279.54,3590,2513.51,600.953,3240.67,201.64,258.268,256.07,580.482,1731.16,517.287,1253.69,997.967,2335,204,308,225,212,282,3484,69065.2,134646,200228,331390,8548.9,949.878,327.263,140.221,78.9503,37.2579,25.2926,6.27068,0,"device0"
crown-18.gif,0.251901,0.0122017,0.0014361,0.000456936,-3.66158e-07,-5.02593e-05,-7.96769e-08,0.575134,0.424866,24901.2,14429,841.987,3463.32,1259.8,7073.01,4349.33,301.238,2722.87,1728.35,163.404,1889.93,2215.24,406.372,517.306,537.381,803.99,359.134,281.723,551.554,124.412,712.252,142.304,802.457,380.659,41263,140,168,176,140,130,8,21992.4,43976.8,65961.2,109930,551.541,61.2824,16.822,5.57169,3.40458,3.22492,1.24015,0,0,"crown"
tree-20.gif,0.23799,0.0216102,0.000284815,1.5166e-05,-8.07661e-10,-1.15847e-06,3.07961e-10,0.847198,0.152802,55522.8,8471.53,3070.07,1507.03,7827.28,186.295,5830.32,1302.61,1432.75,1182.56,1466.02,477.747,486.843,122.164,494.544,214.874,936.466,182.355,51.33,159.336,886.132,7.53139,361.37,178.198,401.898,2124,89,156,84,125,170,12168,15334.8,18501.6,21668.4,28002,834.854,92.7615,33.3941,10.8616,1.26259,0,0,0,0,"tree"
fountain-13.gif,0.21805,0.00710599,0.00280194,3.29888e-05,9.2371e-09,-2.70199e-06,-3.56696e-09,0.83818,0.16182,73325.1,885.586,22784.5,2126.49,4299.56,1016.85,7836.84,164.507,5043.85,477.615,675.498,269.798,1537.66,1850.12,22.134,917.884,456.504,259.215,58.4968,556.248,100.736,377.861,726.918,129.135,314.165,2204,169,75,138,141,93,19170,21725.4,24280.8,26836.2,31947,1114.39,123.822,44.5758,18.3648,4.7465,0,0,0,0,"fountain"
fork-11.gif,0.482303,0.178114,0.00776761,0.00120675,3.69455e-06,0.000508882,-1.08255e-06,0.91488,0.0851204,281052,31486.6,66562.5,6574.43,15267.4,29695.3,4863.3,2015.2,1553.68,4915,6282.3,9335.7,7973.8,3430.83,4097.57,2673.89,3059.31,38.0626,69.9028,2198.33,3392.13,277.905,1005.64,1223.34,2718.79,2173,156,263,385,50,228,42658,60904.2,79150.4,97396.6,133889,11309.7,1196.84,72.3975,8.98479,0,0,0,0,0,"fork"
teddy-20.gif,0.186783,0.00120837,0.00110791,5.30866e-06,3.87631e-12,1.35533e-07,3.87461e-10,0.682362,0.317638,59693.6,4985.37,16160.7,1470.14,100.712,3934.89,72.5406,6643.66,2570.31,3605.14,1596.21,1436.43,776.386,1531.19,139.791,1314.64,376.889,49.9114,469.216,557.152,194.037,26.034,425.182,60.1219,780.379,1192,167,171,60,203,239,75875,84778.4,93681.8,102585,120392,1604.73,178.303,64.1891,23.027,9.83694,8.70333,4.74772,1.06487,0,"teddy"
beetle-20.gif,0.369533,0.0361959,0.00834,0.00300708,-1.4924e-05,0.000570585,1.18387e-06,0.769224,0.230776,65801.3,15739.6,4866.48,3819.89,520.214,6597.15,22147.2,10816.2,2863.64,972.088,223.437,1546.41,2633.45,2587.05,4126.34,1370.45,1238.11,1796.13,1351.82,782.275,1443.09,2044.01,357.525,764.101,1334.74,5276,259,391,228,71,243,12,23521.8,47031.6,70541.4,117561,3530.65,271.216,30.0759,16.012,6.05393,1.59854,0,0,0,"beetle"
face-16.gif,0.187641,0.00862322,0.000347194,4.12288e-05,4.88162e-09,3.79789e-06,-8.38802e-10,0.409825,0.590175,27673.2,3390.41,6624.36,444.875,1284.82,11903.4,2934.69,298.998,3975.91,2124.65,4152.85,2116.38,423.913,4290.25,4831.75,2576.23,348.878,536.446,2005.29,2040.34,1422.38,230.026,114.151,1768.84,1506.96,2293,263,63,318,95,217,39248,42530.4,45812.8,49095.2,55660,1453.7,161.522,58.1481,29.6674,17.1239,7.25109,2.37949,0,0,"face"
fountain-17.gif,0.218811,0.00666348,0.00313002,2.78762e-05,5.13431e-09,-1.9739e-06,6.52901e-09,0.832659,0.167341,72842.1,674.489,22282.2,2392.5,4148.19,280.113,8128.31,13.8894,4836.79,93.4093,827.354,505.05,1859.54,1773.37,159.607,885.285,526.563,198.104,116.314,717.836,130.008,424.265,625.182,289.289,318.657,2207,155,147,75,154,153,16867,19230.8,21594.6,23958.4,28686,1114.39,123.822,44.5758,18.4785,5.91592,0,0,0,0,"fountain"
bat-11.gif,0.56675,0.161111,0.181448,0.0329098,0.00123751,0.000605318,0.000796798,0.90786,0.0921402,533561,65347,11374,3694.5,64477.6,21607.8,46780.9,16031.7,9432.34,63645.8,10526.7,6467.62,8995.17,7344.92,12871.9,742.411,3386.39,11274.6,162.41,4726.13,4876.49,6192.32,5730.14,9777.75,2675.35,1754,2,757,5,755,774,342987,409491,475995,542498,675506,64386.4,9296.1,2645.83,337.288,60.0792,0,0,0,0,"bat"
ray-12.gif,0.204697,0.00188264,0.00293842,0.000742363,1.09183e-06,3.21906e-05,6.17072e-07,0.798485,0.201515,349881,24189.3,3040.02,8460.71,57259.2,94072.8,9618.42,10173.5,3574.33,24983.5,11155.5,10502.1,718.287,7356.19,5434.89,14005.1,1499.82,1537.64,810.301,9348.52,5475.79,1433.87,978.82,970.211,3311.63,92379,124,627,816,363,412,0,80984.8,161970,242954,404924,20136.7,2237.42,806.028,411.239,248.085,166.073,77.9486,14.637,12.9408,"ray"
device0-19.gif,0.224387,3.17071e-09,1.15467e-08,5.32092e-09,4.08053e-17,1.65763e-13,-2.24851e-17,0.698898,0.301102,183213,12421.7,43.8541,2374.63,20910.7,40895.1,20646.9,3081.14,16748.9,5804.44,877.641,12112.1,1620.97,679.138,1848.93,520.562,3080.28,701.641,4748.22,3448.64,2631.71,191.488,988.528,111.963,1385.42,2539,498,7,541,175,162,136661,155020,173380,191739,228458,12055.3,1339.48,482.211,203.432,107.5,55.4039,21.0442,13.3948,0.953293,"device0"
chopper-19.gif,0.240978,0.0238042,0.00269847,0.00128992,2.39554e-06,0.000197898,-1.60823e-06,0.863794,0.136206,87568.6,4912.34,8357,763.707,13266.7,8973.61,8049.05,842.157,4267.18,1918.93,2389.74,239.827,1691.3,107.247,1589.99,1326.75,1279.77,1052.51,248.91,1819.47,733.312,686.378,496.97,161.137,495.288,3241,88,209,62,178,189,74,7644.6,15215.2,22785.8,37927,632.793,70.3103,25.3117,12.9141,7.81226,4.48259,0.91698,0.0860943,0.323971,"chopper"
bat-13.gif,0.345388,0.066473,0.0162319,0.00170007,-4.64276e-06,-0.000310967,-1.03738e-06,0.816857,0.183143,193936,4831.98,8916.31,9827.51,26133.7,36719.5,14512.2,11262.3,2421.37,21029.8,10558.2,574.782,6768.3,5308.83,2946.91,3318.5,2860.77,2105.16,37.0239,1603.46,1669.08,4293.97,3295.11,2156.65,225.228,2411,103,380,60,465,451,72256,85503,98750,111997,138491,13390.6,1215.64,439.144,199.827,90.3588,21.8707,3.84762,0,0,"bat"
car-20.gif,0.250388,0.032672,0.000976423,0.000124911,2.50076e-08,6.42475e-06,1.48419e-08,0.863281,0.136719,87517.2,13995.6,5949.94,6208.15,6842.08,2096.75,8084.43,6075.16,197.489,1232.95,1117.73,1337.24,714.388,1822.75,1295.65,110.318,494.456,455.211,145.57,271.039,282.122,303.259,47.4984,371.321,158.185,2217,131,80,156,111,98,14212,16230,18248,20266,24302,464.909,51.6566,18.5964,9.48794,5.73962,3.52204,1.58561,0.703103,0.40217,"car"
butterfly-15.gif,0.240215,0.01527,0.00388395,0.000382182,-4.65388e-07,-4.72205e-05,4.64798e-07,0.782218,0.217782,110587,8463.01,10577.1,1722.84,20783.9,24573.7,11145.9,4062.61,8646.99,6582.99,1124.16,3019.31,120.209,514.764,1612.74,460.372,1712.89,860.732,1873.47,949.708,1666.4,556.086,599.1,261.44,1032.12,3256,183,230,47,289,241,4,18067.8,36131.6,54195.4,90323,4610.45,442.735,139.754,71.6707,36.7973,10.9769,6.82019,3.14167,0,"butterfly"
turtle-18.gif,0.193537,0.00740922,0.00062892,5.18123e-05,-1.8013e-09,-2.17374e-06,-3.33932e-11,0.37771,0.62229,18989.1,4576.34,4483.67,544.877,2941.44,5536.74,4283.36,748.22,5161.01,845.992,3023.85,1954.31,891.249,381.818,1863.71,1567.13,2070.07,308.088,130.819,478.523,946.194,1780.09,199.959,700.71,744.75,3263,159,138,264,136,41,9300,16655.2,24010.4,31365.6,46076,518.751,57.639,20.75,10.5868,6.40433,3.79761,2.30215,0.903722,0.448746,"turtle"
beetle-13.gif,0.278212,0.00410351,0.000751892,0.000122204,3.50878e-08,7.8184e-06,-1.63386e-08,0.653048,0.346952,25990.2,5501.25,506.731,38.1962,2405.81,248.887,8973.12,3263.15,3838.63,414.803,2447.38,832.509,40.3174,551.281,346.587,111.241,1918.52,472.236,762.401,1001.23,1318.8,111.966,372.991,297.943,461.996,3198,58,182,236,145,160,6372,20291.4,34210.8,48130.2,75969,506.981,56.3312,20.2792,6.0786,1.84641,1.87499,1.63494,0.518247,0.342081,"beetle"
device1-17.gif,0.190888,1.73468e-06,3.13947e-05,2.95602e-09,-5.6435e-16,2.83204e-12,4.79732e-17,0.583858,0.416142,153055,1216.42,260.969,5418.5,36923.2,69913.2,1049.2,380.007,1583.57,20287.9,11095.8,81.785,1224.25,3524.25,340.651,4551.27,1510.09,63.1874,1762.37,664.292,2371.91,558.163,985.109,1537.58,771.184,4521,380,466,528,168,132,8,71554,143100,214646,357738,19235,2137.22,769.401,324.059,172.639,55.6109,0.197598,0,0,"device1"
octopus-15.gif,0.18648,0.00265482,0.000161347,1.03828e-05,-2.45131e-10,3.89193e-07,1.15675e-10,0.888702,0.111298,58244,26613.7,3713.22,431.694,1637.61,1112.15,1488.83,352.934,2120.51,1356.53,945.284,876.637,446.106,202.453,717.829,335.542,466.16,632.028,431.112,275.486,539.116,48.3671,19.1874,96.7763,462.929,1128,66,87,103,70,88,26739,30279.2,33819.4,37359.6,44440,208.713,23.1904,8.34854,4.25946,2.57671,1.53516,0.963293,0.528741,0.252767,"octopus"
bottle-20.gif,0.384419,0.117295,0.00974634,0.00636747,5.0153e-05,0.00217505,-4.12595e-05,0.956686,0.043314,96987.1,28945.8,13860.4,3775.87,1730.56,3157.1,1938.25,1396.42,2437.7,4774.22,1071.72,1509.52,2542.6,981.956,404.875,666.796,4.51929,485.151,535.917,617.749,9.22779,604.384,13.9945,179.64,52.4765,279,94,63,131,26,94,4745,5533,6321,7109,8685,826.505,90.399,10.3313,0,0,0,0,0,0,"bottle"
carriage-19.gif,0.429395,0.127561,0.00138112,0.00101771,1.20222e-06,0.000359972,9.90817e-07,0.917436,0.0825639,93007.1,10173.8,16753.3,806.823,3880.87,1928.74,5171.53,5935.42,2532.06,264.634,2771.06,213.401,65.1819,1635.87,2070.98,215.008,1771.95,993.222,247.233,462.84,263.064,524.164,286.218,930.473,823.168,2218,143,40,181,90,107,15297,18738.8,22180.6,25622.4,32506,322.854,34.079,7.10278,3.29442,0.996461,0.400232,0,0,0,"carriage"
octopus-20.gif,0.192691,0.00133824,0.000282837,0.000132059,-2.44328e-08,4.82212e-06,-3.86055e-09,0.498932,0.501068,32698.2,4948.63,2885.66,596.88,5111.88,5036.86,7511.53,3770.27,5477.51,1961.67,5521.5,4307.18,2838.81,3092.86,1967.43,2196.05,1585.28,919.111,176.691,1430.37,1033.2,1512.4,352.695,33.5572,63.4224,2272,200,104,258,123,154,59696,76800.6,93905.2,111010,145219,1010.17,112.241,40.4069,20.6158,10.8995,6.43389,5.33516,1.56767,0.823298,"octopus"
device2-14.gif,0.170323,0,0,0,0,0,0,0.667877,0.332123,175081,20591.4,5.6978,8574.99,26719,2274.71,37828.6,8572.72,15041,6286.05,7043.94,1368.31,93.517,5031.64,7350.6,88.1944,3146.79,1807.94,1197.56,1590.97,3694.52,131.687,392.713,34.8258,2576.38,2408,303,247,330,264,266,147574,157435,167297,177158,196881,12055.3,1339.48,482.211,246.026,148.831,99.6305,71.333,35.5091,0,"device2"
camel-19.gif,0.233435,0.0110713,0.000783003,5.8627e-05,8.8551e-09,5.96311e-06,-9.05884e-09,0.74302,0.25698,85584.6,1443.58,6937.99,865.159,12787.3,16757.3,14920.3,1962.26,12572.8,1193.69,3101.69,420.01,1649.83,836.602,1888.16,1542.47,2108.25,701.588,696.09,2455.54,18.1363,1453.24,95.8682,752.767,359.927,2289,125,293,47,274,304,56621,64460.4,72299.8,80139.2,95818,2479.76,275.529,81.5826,35.9342,20.6511,11.6415,7.31485,2.65747,0,"camel"
key-15.gif,0.31341,0.054139,0.0202345,0.0103957,0.00015077,0.00241813,6.32108e-05,0.800244,0.199756,98286.4,35629.9,23232.2,11920.4,1344.09,24554.5,24249.4,3359.6,17295.1,10524.7,146.35,7621.78,1070.74,327.812,3954.93,499.04,2901.72,94.4565,1089.05,5.24033,271.497,123.831,384.258,562.182,992.879,2339,78,279,74,297,280,27280,33212.4,39144.8,45077.2,56942,1564.59,173.843,62.5834,23.8679,9.65794,6.46523,4.62895,2.1035,0,"key"
horseshoe-13.gif,0.306435,0.00047716,0.000352826,0.00180884,-1.44337e-06,3.9363e-05,3.7934e-07,0.573381,0.426619,23156.2,2140.28,1929.63,588.46,3244.28,2666.36,631.904,3651.71,2200.45,2046.52,1753.98,4332.43,1753.75,3143.39,1555.35,671.945,495.345,528.28,37.0872,711.55,37.5169,479.56,785.411,521.555,641.147,1163,112,149,135,118,163,60398,65744.4,71090.8,76437.2,87130,0,0,2.57229,3.35973,2.03243,1.98768,1.94825,1.08036,0.556292,"horseshoe"
shoe-15.gif,0.25552,0.0368427,0.000964554,0.000269815,1.34203e-07,4.80023e-05,-1.37618e-07,0.47059,0.52941,56948.2,32445.8,7062.95,14735.8,409.012,25149.3,21476.2,9960.18,430.648,1595.27,4571.57,3737.74,4103.59,7002.86,9441.74,970.814,614.53,811.737,1448.32,4202.26,1683.22,164.608,682.832,123.151,949.388,2466,317,200,288,203,206,76984,85571,94158,102745,119919,1865.31,207.257,74.6125,38.0676,23.0285,14.2055,8.27801,5.39553,2.68043,"shoe"
fork-19.gif,71.9972,3531.62,71254.6,6249.25,1.29289e+08,368577,1.97943e+07,0.923561,0,283719,14155.2,43642.5,6299.85,31911.3,12053,7023.25,18847.7,3735.61,11510.9,1794.34,1599.78,8814.96,9059.08,2821.58,2662.46,3641.44,110.294,478.716,3352.55,1477.13,994.168,2475.25,1533.74,3101.95,2433,37,222,350,396,198,25500,44789,64078,83367,121945,12679.3,469.605,0,1.39763,15.8226,13.5836,0,0,0,"fork"
octopus-13.gif,0.254762,0.000204745,0.000330275,0.000257755,7.29407e-08,-9.37543e-07,-7.44482e-08,0.736404,0.263596,48261.6,10263.5,1146.07,930.419,8835.2,11419.6,5175.97,2041.97,3146.91,2607.82,948.19,2318.2,359.356,672.162,638.29,425.142,1601.7,149.577,165.069,1061.54,1698.51,2535.44,162.54,2582.51,1001.48,2214,132,129,198,109,118,50033,57683,65333,72983,88283,221.236,52.8741,19.2851,7.11329,4.12273,3.32906,1.72899,1.67898,0.223879,"octopus"
device2-18.gif,0.19796,1.20225e-05,1.4166e-05,2.3146e-06,-1.25705e-11,-5.05965e-09,1.16896e-11,0.690166,0.309834,214894,40238.3,4566.07,12203.3,28357.3,6018.7,34496.4,16298.4,6552.39,7418.03,10021.2,3440.62,6503.22,3332.7,6234.21,902.193,1419.12,211.546,1102.47,3381.77,3485.87,1521.6,339.259,2215.88,4341.09,1415,271,275,322,314,307,162177,184015,205854,227692,271369,15865.7,1762.85,634.627,323.789,195.873,131.121,93.8798,58.086,0,"device2"
