"","Values0","Values1","Values2","Values3","Values4","Values5","Values6","Values7","Values8","Values9","Values10","Values11","Values12","Values13","Values14","Values15","Values16","Values17","Values18","Values19","Values20","Values21","Values22","Values23","Values24","ModelName"
cattle-13.gif,196074,7984.71,2055.81,17749.4,37559.7,51764.4,19714.2,15429.2,670.225,11910.9,13551.5,2912.96,1566.48,2480.21,8593.13,9487.64,3972.02,1691.19,937.001,4705.49,1819.73,2984.69,879.539,467.242,302.251,"cattle"
hat-19.gif,25459.2,6075,7908.34,5008.63,6202.31,13037.8,1401.43,2947.73,1107.69,4957.63,2313.49,492.476,2654.67,1274.47,2824.93,420.849,308.048,1286.96,1317.42,101.042,872.418,1748.42,4.59174,67.9389,920.094,"hat"
brick-14.gif,90771.4,25358.7,4863.6,4286.32,8741.45,619.979,7995.19,92.8675,4724.23,2523.29,183.77,241.243,1717.89,1300.31,22.8206,99.1446,1232.17,129.391,47.8233,170.274,452.926,32.0534,13.4635,231.692,65.9514,"brick"
frog-15.gif,27047.1,14671.6,3944.59,4679.11,1872.31,6009.37,5523.59,5879.65,6265.24,1375.49,3098.48,1391.79,327.419,1474.47,847.957,309.501,1116.67,994.767,611.263,1143.5,1032.6,238.252,271.799,633.961,1142.79,"frog"
chopper-11.gif,88313.9,3302.99,9781.16,1585.43,10422.1,4664.55,1893.4,6302.55,3659.58,1560.59,875.567,2131,15.0483,569.388,981.41,575.303,1861.82,1503.53,224.211,309.028,1070.7,440.734,254.777,264.083,828.236,"chopper"
pocket-18.gif,93360.2,20245.6,6959.59,1823.24,2512,2314.3,9738.27,7433.28,9806.11,10381.9,2801.91,528.638,1148.68,554.487,3578.27,2609.06,1924.32,3979.9,363.804,2291.65,1659.18,2174.96,1909.99,1924.41,1262.88,"pocket"
elephant-13.gif,65405.2,8058.72,18876.8,5973.59,6166.67,17040.9,8926.67,6252.75,12355.5,2266.03,4888.08,3868.32,1612.78,1692.18,905.997,1009.5,7480.05,3369.12,6321.02,2975.41,1318.8,370.412,2709.2,2462.28,2538.57,"elephant"
tree-12.gif,55093.5,2434.38,5606.6,139.9,12122.4,10152.4,465.254,3141.54,234.742,3825.02,2067.01,368.36,546.898,910.416,404.968,610.954,190.249,306.527,731.717,450.087,411.768,333.744,89.9331,573.78,481.068,"tree"
cattle-15.gif,196210,15393.2,5110.29,15546.7,38131.6,48246.3,24146.9,8840.37,9153.48,7716.31,2023.37,4599,1987.02,8962.55,11124.4,6907.13,9887.53,616.593,3045.16,2427.42,158.974,442.794,103.626,3163.87,1267.95,"cattle"
personal_car-19.gif,61953.2,30666.2,17930.3,23349.5,372.338,20385,19344.8,9565.31,354.929,3426.91,4857.83,6845.31,5447.68,4789.07,6669.03,995.546,3314.12,3604.47,3302.7,4100.48,766.438,135.657,340.775,1012.33,2549.47,"personal_car"
HCircle-17.gif,15774.1,42.5733,8368.28,2134.3,7469.65,3148.48,4618.55,3586.27,6079.28,1498.09,1227.49,2445.85,1965.59,1067.86,1614.86,1085.23,1227.68,348.704,860.837,2169.99,859.026,638.216,157.918,868.913,1299.89,"HCircle"
frog-14.gif,107154,19505.8,95.8787,17677,6072.39,25707.7,6340.82,18838,8998.07,14489.2,2354.58,5777.7,11166.3,1497.28,96.3334,2210.35,10300.6,55.8671,4225.9,3023.64,3651.75,211.609,1670.68,3736.63,1694.95,"frog"
cup-13.gif,70681.4,6615.87,5874.32,3938.42,13689.7,36043.1,369.353,1090.64,894.374,6304.94,7553.18,3167.33,2674.96,7017.19,2479.93,2796.77,2575.82,1422.55,15.4442,237.289,1752.75,2315.22,1930.48,1793.36,29.61,"cup"
beetle-11.gif,19921.2,1661.29,3036.8,234.486,3025.78,6034.67,1433.24,4650.35,568.102,2979.67,872.224,1489.72,1109.21,61.1314,184.472,151.447,1211.34,245.031,369.831,120.288,50.7681,1.56951,121.784,92.8581,321.038,"beetle"
device6-19.gif,270225,42133.3,2650.22,12174.1,30985.7,14156.2,28781.9,14022.7,10149.4,14034.4,11680,4184.19,3861.18,7261.48,5407.52,2930.63,265.449,2409.25,2162.48,5373.84,4065.49,383.222,328.02,859.916,1790.94,"device6"
fly-20.gif,55784.3,10146.7,5484.5,3136.28,10867.1,7369.75,7776.75,2870.8,536.744,1558.31,2993.62,790.95,1574.24,759.266,1407.71,771.698,2140.34,1240.5,1312.81,20.6979,692.827,515.757,737.871,499.377,690.496,"fly"
key-18.gif,76747.3,38296.6,10767.8,11389.7,3721.4,24223.5,14914.8,1762.2,9217.85,9819.08,3584.95,2129.21,1754.26,4566.67,235.563,1862.14,2241.84,522.66,887.375,344.927,291.702,152.538,1079.08,342.241,672.291,"key"
device0-13.gif,210608,27136.5,1327.7,9421.04,31193.8,316.115,27529.5,400.718,14381.1,1335.98,9511.16,2510.37,1901.64,2115.28,3875.43,1389.79,3929.47,1706.98,986.299,293.857,3141.92,53.2748,358.551,305.772,2307.35,"device0"
horse-11.gif,120442,19262.6,10836,7898.52,13254.2,2603.62,19999.1,7275.47,5984.69,11618,9818.29,7667.76,3652.75,143.795,9595.97,3501.38,3137.48,3524.46,6826.84,3380.85,4206.95,1496.8,2536.92,3006.31,803.059,"horse"
crown-12.gif,2234.15,1420.27,16.0614,478.902,218.286,1005.77,616.367,37.8225,227.788,177.994,4.88298,119.767,199.041,131.216,38.8026,92.546,86.371,101.723,136.653,135.485,34.1199,35.8009,7.8371,38.9204,20.0715,"crown"
spoon-15.gif,54433.5,823.465,7703.23,967.147,13260.4,11926.7,77.0582,2924.47,1459.25,2901.15,3102.97,329.614,786.546,273.711,2343.01,1954.42,111.988,288.488,78.5841,1363.57,1190.91,59.4424,76.5954,125.71,719.198,"spoon"
lizzard-14.gif,267505,79788.6,48161,15184.2,20329.6,49401.4,49605.3,7360.66,30029.1,4822.47,15712.1,6101.36,4133.56,8195.35,4330.1,2783.28,2166.22,2360.3,3086.33,7074.71,1132.59,4642.37,4756.09,657.492,4858.52,"lizzard"
crown-14.gif,4733.13,2975.91,150.896,1269.27,280.8,2139.54,1351.09,68.6477,446.681,66.0871,79.0468,59.3228,20.1893,204.705,395.338,71.2445,104.53,63.4252,83.2751,242.098,319.278,173.948,51.3576,86.4484,194.416,"crown"
key-14.gif,84368.3,26332.3,10615.4,783.706,3102.41,20573.3,15856.9,6666.27,16848.8,2990.9,5725.9,6714.51,1577.74,1244.69,2351.96,2551.75,439.256,244.149,791.818,898.733,1359.86,1188.95,424.997,1115.77,1909.15,"key"
device7-14.gif,196766,1054.23,152.417,565.755,37078.3,47888.8,448.442,119.393,1616.55,19472.2,12898.8,870.964,64.4158,2006.2,2073.66,5418.78,399.764,27.3601,1395.8,1925.79,4060.7,410.065,41.0191,1532.42,626.13,"device7"
chopper-18.gif,87681.7,4417.14,8589.36,784.143,13181.6,8787.7,7764.27,608.325,4354.31,1854.24,2407.24,635.354,1970.82,329.54,1446.97,1467.06,1691.31,913.179,529.005,1677.97,899.909,347.953,793.635,320.269,316.344,"chopper"
fish-17.gif,7985.09,5770.09,886.387,3005.01,3575.48,1710,972.353,101.011,456.405,119.255,912.367,888.758,959.964,987.582,721.219,277.848,397.875,729.878,1109.77,1285.73,164.729,186.649,312.542,174.851,72.6106,"fish"
deer-14.gif,57444.2,23776.3,5749.94,3553.27,1852.42,9657.53,8245.56,2420.48,7784.25,2607.59,3511.53,7529.65,360.316,4433.53,121.675,1129.46,2420.16,313.731,1131.4,429.158,274.992,1310.37,1527.02,652.916,1086.15,"deer"
device3-12.gif,191560,3858.4,642.92,673.339,23858.5,99556.2,3063.15,97.0347,2372.84,13025.3,4441.75,2121.12,645.229,6626.34,63.069,10432.5,1782.22,626.538,695.6,6991.59,8114.16,612.895,268.795,2394.68,5776.61,"device3"
face-11.gif,51478.3,4346.75,997.164,420.636,13129.2,20731.9,4087.37,7706,10173,2829.24,4390.61,5377.28,2591.75,4578.04,2860.95,1883.28,647.105,1779.06,1173.89,1843.81,1217.06,943.15,657.417,423.845,1308.09,"face"
device1-14.gif,153423,1277.07,107.602,6053.59,36997.2,69828.1,1075.68,67.9073,1816.96,20161.6,11085.3,74.7695,781.1,3682.97,218.987,4490.16,1557.41,280.921,1502.6,896.021,2390.2,518.613,1070.07,1736.14,1028.65,"device1"
hat-18.gif,4669.25,593.35,1556.94,268.436,487.638,893.097,939.191,32.1854,1052.68,528.312,165.074,297.467,56.1317,16.6323,24.9702,82.3814,69.9151,144.706,13.2518,124.772,25.5635,117.551,5.21297,27.2659,49.1232,"hat"
shoe-17.gif,55005.2,30175.8,10073.5,17195.1,676.587,21812.8,20107.3,8929.17,219.715,1579.58,3484.47,3064.58,1685.71,3550.84,7529.49,996.876,824.891,861.455,847.125,1578.78,337.237,405.974,433.299,744.195,220.952,"shoe"
truck-17.gif,97110.7,42745.2,10825,7490.2,6815.76,2202.53,277.373,737.404,513.044,1493.55,783.994,181.359,52.4329,718.392,660.622,274.823,371.412,134.236,430.203,382.847,34.0384,3.62327,300.947,193.501,96.2109,"truck"
HCircle-19.gif,18155.1,455.364,7247.85,1557.64,5656.5,4715.38,3522.71,5137.82,6070.58,1838.84,2234.64,482.072,2721.69,1726.12,2351.38,1983.46,134.606,927.102,57.8836,2959.98,1394.3,107.949,806.358,207.522,2038.08,"HCircle"
Misk-18.gif,58317.2,5712.92,7990.07,10344.1,10408.9,5741.75,7118.98,9354.92,12005.9,6651.35,9652.35,2181.28,1647.63,1757.08,2396.85,472.12,1250.73,1373.22,1095.94,2025.92,605.813,5046.24,1152.29,2805.53,783.217,"Misk"
Bone-14.gif,119860,20625.2,4810.31,12815.8,14311.2,7158.61,35122.7,7712.05,12036.9,7191.53,780.648,488.898,7117.21,2524.69,6664.86,4052.91,4940.71,603.622,2222.72,4190.38,2523.3,2421.17,48.0646,530.637,1190.94,"Bone"
Misk-15.gif,54536.2,142.324,1761.87,10877.9,11422.5,20604.2,3986.98,4969.97,584.454,2432.74,8664.19,1009.03,3562.66,597.622,897.309,3114.77,2843.59,522.773,4038.59,2943.85,1700.29,3433.37,2676.24,1021.05,249.145,"Misk"
lizzard-19.gif,333736,466.091,46703.6,9027.23,26117.6,47066.3,62548.8,19376.1,20294.1,19480.5,4925.13,1348.63,2283.3,1093.84,8566.27,3531.7,16678.3,4408.06,1678.28,6778.92,6436.99,11772,1705.45,865.444,3964.6,"lizzard"
camel-16.gif,105186,7953.38,16174,2965.32,12260,25597.7,24332.9,2706.74,3370.4,6499.78,7130.75,1730.4,5087.8,5586.75,1394.05,355.562,359.643,1017.1,3343.63,817.098,2056.03,2941.18,757.649,1764.19,389.601,"camel"
rat-13.gif,88117,11832.3,7394.37,347.116,5737.85,2023.92,1930.34,1589.33,2634.07,1354.02,1118.48,515.56,2016.54,3274.65,1910.36,117.824,247.8,564.055,826.906,907.946,463.337,497.174,186.506,284.591,503.08,"rat"
cup-16.gif,76661.5,223.142,2102.98,2750.12,16855.6,16708.9,14036.9,6835.93,5181.57,91.3207,3945.67,9236.67,4290.16,246.672,1018.76,2238.94,2149.31,132.375,738.247,468.503,2566.95,1886.78,938.906,7.46895,2371.23,"cup"
device2-13.gif,182271,4159.72,22.6435,1106.41,23815,66948.1,2994.73,148.484,5284.83,9543.49,9799.67,1504.28,235.061,4864.57,7456.06,6704.3,2547.57,45.5304,1899.28,3498.23,3096.86,2524.22,224.462,2288.03,3457.34,"device2"
truck-11.gif,97248.2,43752,11120.6,8546.43,7346.86,497.761,1306.1,1125.76,2377.52,434.637,42.0592,104.989,295.4,794.516,224.678,114.715,585.314,263.885,111.494,160.684,147.377,171.745,142.729,7.69332,210.665,"truck"
butterfly-19.gif,127959,3023.97,437.298,15188.5,20547.1,18652.5,19881.6,3436.23,12613.7,3042.55,5683.61,6429.68,4272.03,3178.23,1400.75,528.813,1156.34,27.1412,333.215,291.777,2778.02,730.969,246.491,946.755,2026.76,"butterfly"
children-20.gif,78184.6,13285.2,23116.3,7035,2314.96,3114.26,1836.51,2731.51,2692.3,975.377,443.166,245.479,1172.11,444.278,1180.75,1131.97,46.2661,151.976,252.171,691.992,465.526,8.03015,111.512,68.2073,637.532,"children"
Comma-14.gif,52369.1,8080.05,12714.2,11347.6,1624.08,23337.3,19616,23090.6,15961,5050.87,6133.06,5164.46,1128.3,11816.3,607.549,2385.32,2009.84,1725.91,1632.41,2916.46,4082.7,930.784,1927.33,2319.07,2943.68,"Comma"
guitar-16.gif,31266.1,26794.4,15856.7,4043.04,3799.6,2271.81,4528.27,5037.61,3518.85,994.72,4134.64,1938.43,426.285,358.505,1091.46,2046.53,3128.77,3663.93,3644.53,3092.71,697.593,137.023,800.198,1254.98,1500.41,"guitar"
spoon-11.gif,59380.5,2344.29,3351.76,4913.89,9382.72,4642.64,3086.18,2245.64,1995.11,6256.67,239.923,1279.99,39.9981,1242.8,943.838,306.857,1583.65,408.08,540.351,125.73,510.527,1185.82,39.1742,437.662,501.252,"spoon"
elephant-15.gif,221144,12171.1,36810.5,9489.97,43526.4,32886.6,40862.2,17208.2,26230.1,12870.1,17759.5,2848.98,224.88,10963.8,10302.1,22660.4,16368.5,12768.4,6754.39,4667.95,3599.04,4599.33,6974.52,4443.48,5041.6,"elephant"
hat-14.gif,19424.1,9499.98,6886.34,11171.2,5503.03,9229.13,7213.97,1482.83,6137.92,3437.04,1513.99,1427.13,1278.76,2190.81,560.941,61.2341,639.535,34.3985,551.218,369.07,361.153,287.057,220.497,31.2148,673.766,"hat"
device4-17.gif,277631,12181.8,10866.2,4903.44,34598.3,33767.6,8564.06,8500.2,23563.8,10497,2359.09,10310.1,5394.94,1563.7,3281.1,614.305,2138.15,1262.33,1907.01,845.971,4727.44,1077.61,982.681,1847.66,3482.32,"device4"
deer-18.gif,237440,73732.4,29706.1,16628.8,33799.6,26299.8,59469.2,15415.8,32765.1,8319.78,10991,4692.52,15281.5,5597.2,8582.06,6268.17,12008,5196.52,34.0908,2816.95,4329.07,3264.73,1114.29,1448.66,14953.4,"deer"
car-12.gif,89666.5,20519.2,10067.4,2869.95,1433.59,161.7,1322.98,3605.91,740.279,3992.5,1894.65,1299.96,601.625,993.48,858.804,1221.96,243.331,34.2026,31.4253,902.654,219.98,58.2911,320.602,127.571,112.123,"car"
elephant-17.gif,21882.1,6844.29,2491.32,4328.74,1628.88,7040.27,5864.37,3982.67,254.775,1626.28,3575.54,1625.42,1064.29,2037.83,448.806,407.682,432.107,250.758,560.986,173.728,287.113,7.78847,1053.65,997.099,207.562,"elephant"
lmfish-18.gif,41235.4,1983.68,763.606,549.351,3512.09,5049.59,2944.09,1014.96,1488.76,5437.39,917.497,1251.34,856.487,946.283,1731.63,28.8101,1246.58,52.0581,17.7538,556.454,406.989,569.459,118.131,291.178,375.753,"lmfish"
horseshoe-20.gif,25523.3,3414.23,1265.46,581.986,3321.22,1227.1,147.548,3796.32,1461.89,2464.44,2279.53,4302.39,1201.27,3815.81,1333.56,465.114,796.267,168.869,495.564,510.192,252.855,143.267,35.1349,477.736,536.468,"horseshoe"
chicken-15.gif,55789.3,1384.84,10449.4,11776.6,808.905,8413.33,10413.9,8521.55,1630.87,1571.31,3265.6,1101.84,2849.6,237.79,5344.81,3261.28,2519,677.131,147.666,395.195,1366.52,1383.49,55.0466,1503.7,392.528,"chicken"
carriage-14.gif,92710,5838.09,15149.7,1601.29,4537.37,2255.55,1881.48,2576.98,779.48,1506.61,160.985,313.383,387.011,1280.93,724.05,403.829,1180.52,354.129,553.002,1032.08,234.052,1067.91,50.2763,266.518,32.2009,"carriage"
turtle-17.gif,81192.4,4605.26,2052.02,1087.47,11808.1,21923.7,5763.59,7998.98,3318.3,9915.16,1420.92,927.91,437.834,2771.75,3285.46,1689.43,2351.56,868.028,94.6695,1273.27,366.564,843.416,367.883,737.622,507.443,"turtle"
classic-15.gif,195624,131561,2725.3,74287.7,57711.4,44737.5,35244.1,15565.8,3845.12,815.717,5511.77,7883.48,8900.45,8399.51,3075.47,29827.9,30858.5,17523.6,169.527,11603.2,7862.69,11494.5,8281.59,774.3,4074.02,"classic"
device2-19.gif,188045,2547.38,1.55732,285.597,20845.8,63940.7,183.252,37.3288,2725.05,13639.4,8690.94,1176.99,135.802,2474.69,4482.21,8797.74,489.16,76.8279,1551.59,4725.54,5588.38,1205.02,100.267,1661.69,3297.5,"device2"
chicken-20.gif,93732.2,1017.46,9781.79,16659.8,6049.1,4469.46,41999.8,5316.81,5875.55,17655.7,7627.94,64.1453,6315.28,751.463,804.398,590.308,8589.57,1992.78,3711.52,1769.01,3822.52,778.521,1054.94,712.758,329.689,"chicken"
Heart-18.gif,70346.2,842.18,11102.3,29311.1,2646.01,6737.03,18659.3,1895.92,3865.01,7444.92,7070.62,865.595,8595.79,2508.44,1756.38,1572.85,8691.73,1763.43,134.452,683.091,3389.52,968.544,1646,2444.4,46.0085,"Heart"
cellular_phone-13.gif,31658.1,21485.8,685.313,12168.5,9017.45,13536.1,9913.02,2727.5,1137.89,356.394,4496.11,3766.88,1742.52,929.356,2099.22,4282.23,3616.71,2284.34,1496.73,1340.49,2426.06,1481.17,471.536,363.672,937.857,"cellular_phone"
pocket-17.gif,30464.2,4729.02,4729.57,827.014,1939.28,2060.41,2843.35,899.16,4249.62,2283.2,226.636,873.264,542.958,1063.17,1244.51,950.499,964.634,1301.96,950.61,69.491,3.12507,1669.87,541.933,1299.41,483.785,"pocket"
turtle-20.gif,19559.2,3016.82,7869,1619.6,448.107,2559.65,3706.86,1262.05,3805.42,2306.72,597.241,1770.13,232.825,548.884,98.0775,99.0698,1522.65,161.45,207.905,652.577,871.241,665.69,96.3127,167.002,704.552,"turtle"
pencil-12.gif,84295.3,52030.3,9120.81,37111.9,17151.1,6168.43,12590,9691.75,758.68,4302.97,6084.71,2739.66,793.824,1745.13,803.854,342.126,464.056,1034.7,1905.42,459.792,2253.54,1548.71,881.911,827.221,1023.44,"pencil"
watch-12.gif,90299.5,21968.1,33134.6,8829.7,10545.3,5433.33,9587.75,6572.15,495.251,1082.21,2410.9,2584.34,306.447,919.662,1999.26,29.3298,812.923,848.85,835.986,1620.57,624.104,1380.06,1754.3,1574.07,817.515,"watch"
carriage-15.gif,92715,5103.57,15057.1,1786.29,4626.52,1826.65,2344.84,4141.66,65.475,1859.28,525.085,877.662,302.474,1174.46,915.154,268.428,1025.69,117.455,13.8476,115.118,789.458,526.17,9.76303,343.024,78.3542,"carriage"
pencil-15.gif,81882.9,21777.3,16075.2,8329.54,5909.02,5957.64,4999.61,1268.07,301.419,3020.69,2316.85,47.5584,1431.25,365.496,1132.55,925.116,697.441,512.752,628.987,37.1191,209.94,898.062,652.147,216.919,236.527,"pencil"
device6-12.gif,221078,25479.9,4243.15,12623.7,28791.8,16537,24784.6,10073.9,10100.5,19781.4,4982.94,1211.61,4968.8,6338.08,8062.58,4812.95,792.722,1126.08,3523.14,1502.49,392.22,3737.98,1805.74,509.298,1631.47,"device6"
rat-14.gif,89061,11962.8,7410.19,654.572,6103.75,2042.77,1731.94,2046.35,1931.76,1252.72,913.858,528.262,1745.06,3282.5,2153.33,292.531,92.5758,673.046,973.886,876.562,402.336,701.548,11.4958,479.875,383.922,"rat"
camel-12.gif,89491.6,5837.67,7846.54,355.343,14442.2,11638.5,16241.8,3839.98,14610.8,1055.47,6984.03,1041.78,1196.07,539.038,3615.5,1295.56,1715.61,839.072,45.6967,461.256,213.896,729.125,379.144,1187.37,766.581,"camel"
device9-20.gif,186432,27742,1046.67,12671.9,26022.2,208.287,10705.6,18427.1,10976.7,27101.5,3015.3,7408.43,6700.68,486.818,2187.9,2684.63,2081.28,3127.43,2200.19,3748.25,3267.45,591.829,2242.71,489.704,2497.48,"device9"
pocket-20.gif,71408.3,11011.5,6440.19,1810.29,3775.25,525.282,8836.6,6547.55,6967.54,5345.3,604.314,689.292,444.144,846.675,2739.72,333.278,339.094,2988.6,1426,396.666,1190.37,1494.72,1270.57,1918.51,971.678,"pocket"
Glas-15.gif,58863.2,9233.54,12459.8,189.925,10118.4,1485.7,14293.2,9413.65,11937,4350.49,708.449,352.959,1069.28,2824.27,6693.05,2120.37,3240.19,873.055,866.843,2372.69,2270.19,554.63,1956.15,207.347,1826.74,"Glas"
pencil-17.gif,76500.6,10445.3,15895.2,1854.44,5589.01,3073.11,5675.92,1670.99,8993.83,1677.88,2401.12,1619.04,1780.68,855.019,733.904,737.345,172.017,1443.98,12.7868,751.462,299.299,1434.57,591.328,32.4814,418.457,"pencil"
bell-17.gif,4562.18,1740.01,171.41,634.972,806.802,1298.41,689.189,205.77,1034.71,894.792,483.177,407.475,296.089,138.824,292.448,117.212,264.72,108.535,25.0639,70.8323,256.471,23.0052,24.4258,46.6102,157.885,"bell"
personal_car-14.gif,85739.4,27781.9,27538.1,10801.8,8373.7,5645.24,21338.2,19001.7,1427.27,5742.32,19.0631,2101.31,559.03,568.887,949.028,241.823,3002.38,489.952,684.595,85.4889,1872.93,249.3,1155.83,739.467,1582.61,"personal_car"
brick-20.gif,89818.2,21906.2,6092.01,3839.83,10552.9,3787.4,6913.12,6179.69,360.812,901.65,1182.03,1293.28,1144.99,1808.13,2100.12,257.925,1157.45,243.571,353.859,372.199,115.595,265.607,89.7265,71.2279,123.388,"brick"
lmfish-20.gif,14108.2,7916.58,2580.99,5356.99,1142.49,4410.76,3901.92,1448.93,1119.68,2104.16,928.48,916.302,201.721,159.944,280.267,235.872,423.262,171.214,42.2286,228.856,46.4903,290.273,136.248,8.09923,195.902,"lmfish"
cup-20.gif,90613.4,7510.69,481.869,488.312,16314.3,33870.2,6822.15,2130.41,8043.32,1893.98,6314.06,4388.73,4870.9,2104,2727.42,2045.75,1704.59,1701.66,209.311,2659.26,2234.03,88.8865,1162.03,370.019,3397.14,"cup"
octopus-13.gif,48261.6,10263.5,1146.07,930.419,8835.2,11419.6,5175.97,2041.97,3146.91,2607.82,948.19,2318.2,359.356,672.162,638.29,425.142,1601.7,149.577,165.069,1061.54,1698.51,2535.44,162.54,2582.51,1001.48,"octopus"
face-12.gif,50776.3,4533.13,673.882,671.779,12689.8,20613.6,3421.78,7940.03,10707.3,2140.9,5810.7,4804.41,2773.7,4791.64,3043.73,2212.9,961.488,2306.87,828.155,1707.82,1529.67,495.796,297.356,68.7269,1472.54,"face"
device7-16.gif,161401,258.486,101.155,419.126,37086.4,69080.8,725.14,79.224,686.332,18225.8,11035.1,92.0057,45.8211,1293.22,3238.55,4805.12,41.1492,45.8419,776.41,2663.83,5709.93,297.071,28.8088,765.09,1077.48,"device7"
bottle-19.gif,95694.8,27040.4,9558.18,365.211,1185.74,4183.44,3979.56,1239.18,3872.14,1654.31,1006.89,128.805,819.43,1423.29,749.343,304.002,1019.51,304.711,531.469,143.484,343.047,518.661,450.009,37.9416,515.465,"bottle"
carriage-19.gif,93007.1,10173.8,16753.3,806.823,3880.87,1928.74,5171.53,5935.42,2532.06,264.634,2771.06,213.401,65.1819,1635.87,2070.98,215.008,1771.95,993.222,247.233,462.84,263.064,524.164,286.218,930.473,823.168,"carriage"
bat-20.gif,170173,81875.1,38810.3,40036.3,18276.3,32627.9,34700.4,26777.9,6088.45,1639.48,6189.34,1740.53,3442.33,1138.31,1824.2,27.6511,8516.52,5055.07,4926.14,2852.84,3665.09,6289.22,2131.11,1096.97,6882.68,"bat"
pencil-14.gif,56955.3,35006.2,6648.8,25606.9,11364.3,2221.98,5015.24,6356.13,3515.68,855.17,2987.9,2434.95,323.722,2222.9,1611.02,1029.22,360.758,326.353,232.652,334.947,1447.32,1602.88,1123.35,393.103,122.105,"pencil"
cellular_phone-17.gif,34417.2,18713.8,9583.27,19522.9,7388.1,8245.32,11849.9,6948.86,725.599,4304.3,690.271,1112.71,1050.29,1612.29,3762.56,1330.54,1732.77,1690,1313.49,1403.85,1142.07,544.42,458.893,992.198,1601.72,"cellular_phone"
ray-12.gif,349881,24189.3,3040.02,8460.71,57259.2,94072.8,9618.42,10173.5,3574.33,24983.5,11155.5,10502.1,718.287,7356.19,5434.89,14005.1,1499.82,1537.64,810.301,9348.52,5475.79,1433.87,978.82,970.211,3311.63,"ray"
pocket-12.gif,13819.2,3122.75,1757.53,266.561,1926.46,1036.51,405.863,835.348,2767.56,1342.26,739.373,414.376,569.371,516.311,976.604,59.1907,419.56,408.767,569.612,189.335,727.905,658.624,354.792,151.039,104.107,"pocket"
fish-16.gif,9531.09,6799.26,899.695,3500.83,3695.12,2352.54,1251.12,225.775,630.444,269.521,894.581,781.287,828.319,978.244,936.236,224.34,485.934,1012.63,1513.49,1655.39,116.594,403.938,490.843,315.822,12.3444,"fish"
bat-19.gif,157445,46864.8,25604.5,21889,7692.23,27231.4,5725.02,41210.8,27494.6,8532.61,3323.63,7771.56,9833.11,9122.36,15314.9,11961.5,2425.65,804.051,6499.25,1667.3,3344.22,8884.44,4236.59,1464.19,934.756,"bat"
Bone-18.gif,100484,23023.9,1862.21,7539.54,7035.37,6192.92,24847.4,4679.62,8476.41,6361.03,257.523,2206.81,2598.73,715.447,5627.92,3412.86,5452.48,677.205,1311.51,3445.64,547.805,1394.94,308.297,818.31,2987.9,"Bone"
Comma-13.gif,60031.1,4030.54,14204.7,7385.43,8895.86,20027.4,17982.9,19471.7,24734.2,398.016,5848.2,6538.75,4697.26,10641.2,2285.1,1097.77,1896.37,1518.25,207.45,1121.53,3959.99,54.2329,2496.69,1745.24,2302.23,"Comma"
fountain-17.gif,72842.1,674.489,22282.2,2392.5,4148.19,280.113,8128.31,13.8894,4836.79,93.4093,827.354,505.05,1859.54,1773.37,159.607,885.285,526.563,198.104,116.314,717.836,130.008,424.265,625.182,289.289,318.657,"fountain"
HCircle-13.gif,12751.1,1741.16,8413.37,2648.08,6335.07,1634.96,3432.72,1534.93,5380.78,2466.88,877.757,262.118,406.767,664.94,902.337,1068.51,568.65,1053.84,616.108,1591.56,618.183,5.2405,90.0873,84.431,761.973,"HCircle"
fly-16.gif,57085.4,7568.92,5963.33,4865.48,10724.2,11130.3,8418.91,5043,3920.22,2437.31,4060.09,1464.16,1115.47,13.7145,2032.16,2065.12,433.845,309.605,494.138,1508.06,561.978,1745.03,585.056,45.7833,582.744,"fly"
bat-13.gif,193936,4831.98,8916.31,9827.51,26133.7,36719.5,14512.2,11262.3,2421.37,21029.8,10558.2,574.782,6768.3,5308.83,2946.91,3318.5,2860.77,2105.16,37.0239,1603.46,1669.08,4293.97,3295.11,2156.65,225.228,"bat"
cattle-14.gif,59624.2,22683.7,18769.9,12408.4,5508.98,12993.3,11684.3,1661.24,10159.3,5631.73,2184.25,315.797,1628.7,401.877,1939.38,736.083,3688.53,2530.06,396.177,1418.41,533.105,3307.28,758.323,1877.77,1134.26,"cattle"
children-17.gif,78131.6,13351.8,23596.5,7406.97,2013.03,3245.34,2003.14,2727.19,2542.02,585.506,583.295,390.517,1193.14,207.867,1326.94,1188.53,122.561,111.535,287.125,693.874,425.895,153.337,213.948,173.891,651.023,"children"
camel-11.gif,80694.5,2276.15,10496.6,3809.01,11605.4,18409.3,18276.2,808.152,1203.29,2513.63,3290.78,556.384,421.616,3150.23,2221.9,1144.97,1092.75,3042.62,1356.43,2154.82,333.54,1709.73,666.828,725.235,1254.37,"camel"
guitar-15.gif,87241.1,64550.9,22438.1,229.76,2344.13,3740.05,3726.31,11568.7,13358.2,6961.08,2590.74,1453.96,3009.83,7288.15,11484.3,2296.19,3025.64,2041.4,2955.79,6151.07,591.816,1346.4,722.039,409.152,1321.54,"guitar"
device7-19.gif,147232,410.747,104.277,612.739,37596.9,73628.7,1543.52,112.308,999.496,18214.1,12536.3,24.7351,57.5607,1771.66,1845.11,4361.42,424.353,75.2406,1062.53,2145.73,3839.65,73.0286,6.84573,1017.95,893.658,"device7"
